,text,sentiment
19664,spend some time explore Atlas and Hercules crater refinde thing in UMa Oph Ser Caput   Saturn w a fogged eyepiece    home by,neutral
19665,daarle haha yah -PRON- walk distance from -PRON- house   Mission Tiki DriveIn haha every summer -PRON- go like every weekend,neutral
19666,there -PRON- be postieeee,neutral
19667,good -PRON- be glad -PRON- get there -PRON- have no   to come talk a walk with   lol -PRON- Becky   Holcomb be the only   here again lol,neutral
19668,FML today suck i just hope the dance will bring -PRON- soul up i pray but -PRON- be still sadi hateee todayyyyyy,negative
19669,i really wish i could,positive
19670,send -PRON- love on mother day and wish -PRON- more happiness in the day ahead,positive
19671,avoid cinder block safe in NY area but Dantas and porky upset beav go,neutral
19672,welcome to everyone   Playerstationit be now live on Twitter wwwplayerstationit,positive
19673,law week be go to go the   off   so excite,positive
19674,-PRON- look like schuhz and arabyrd now,neutral
19675,problem be Flash be not GPU accelerate   the Atom   can not play Youtube HD or Hulu HD fullscreen    big deal with Plex,negative
19676,work security for the club tonight first time work -PRON- in about a month Should be interesting oh and hi Kelsenator,positive
19677,taylor swift -PRON- belong with -PRON- be so amazing love the mv,positive
19678,Illys note in the book from one geek to another   keep up the good work sigh   -PRON- be miss   and -PRON- be great for espresso,positive
19679,rofl   even if -PRON- keep insurance and payment under   -PRON- be still like meh good thing -PRON- apply for a day job pasy,positive
19680,and -PRON- just see something real sad on -PRON- lunch a dog with two break back leg,negative
19681,actually people be more decisive than that,neutral
19682,-PRON- know -PRON- can read almost all -PRON- tweet as some sort of disgust euphamism   -PRON- quite fun,neutral
19683,can not believe -PRON- be leave this place tomorrow,neutral
19684,this be go to sound really sad   depressing but -PRON- really really miss -PRON- uncle Sam,negative
19685,too much detail      but glad -PRON- be well,positive
19686,d -PRON- s a lucky baby -PRON- have a wonderful family   do u know when u could take -PRON- at home,positive
19687,anekie ok darl i will suggest -PRON- to the MUA Tracie Weaver as shell be make the decision,neutral
19688,everyone love u sarah not just the tweeter the today show could not stop rave about -PRON- beautifulness,positive
19689,mean people suck,negative
19690,yeah Jimmy Fallon be back to do a skit Yay,positive
19691,Hubbys alarmsong playing be blame -PRON- on the Alcohol of course -PRON- could not get back to sleep after cause thinking of Joe on cruise,negative
19692,ur suppose to be in BK tho,neutral
19693,funniest desktop ever   this way -PRON- can see -PRON- collegue,positive
19694,-PRON- guess -PRON- will work under fusion otherwise -PRON- will have to boot directly to Vista just to do some online banking which suck,negative
19695,Yay -PRON- can give -PRON- a lesson tomorrow at Church,positive
19696,work on a layout   -PRON- pageprom dress be almost do,neutral
19697,-PRON- be just start to feel really panicky and anxious that something bad have happen cos -PRON- seem like -PRON- be age,negative
19698,hey Gi look at this pic of -PRON- and frankie that i take at the southend gig,neutral
19699,pool alcohol   a cute band could not ask for more on a Saturday night   fb,positive
19700,uup   morning off to school see ya,neutral
19701,boffert,neutral
19702,i think -PRON- play michael buble in Heaven -PRON- s that great,positive
19703,Mexican that s what -PRON- be craving,neutral
19704,at work with a swollen face   thank god -PRON- kohls though -PRON- be feelin fat flip flop be about to break annnnd -PRON- get -PRON- hair do tonight,neutral
19705,-PRON- be afraid -PRON- have have a bit of a fail as the last two recommendation be not available in the UK,negative
19706,so far with the exception of the rain -PRON- morning be great   but -PRON- will not let -PRON- dampen -PRON- day,positive
19707,internet on train be   awful,negative
19708,hey u forget -PRON-,negative
19709,-PRON- think -PRON- go to be a LONNNGG weekend but not the   day kind,neutral
19710,-PRON- the the Queen of Sass oh Scenie,positive
19711,do -PRON- see Star Trek yet   -PRON- have see -PRON- twice already i do not like -PRON- the first time the second time be way well hahaha,neutral
19712,hi holly   ill volunteer to try -PRON- out first for u hope ur have a fab weekend xoxox,positive
19713,i use to be -PRON- have do a few different job in yj currently -PRON- be a court officer,neutral
19714,-PRON- be start to feel depressed with this hurricane talk -PRON- be on the front line down here,negative
19715,so many good dealsyou guy have a conspiracy to steal all -PRON- money,positive
19716,hope the train remember the way   -PRON- can go a bit loopy on bank holiday,negative
19717,elliott claims steak and shake have be do this for monthsnot exciting anymore,negative
19718,be still amazed at the awesomness of last night the discussion be great look forward to a great week only   until -PRON- go home,positive
19719,run errand with geeta feel like i have the plague,negative
19720,ok -PRON- want to quit -PRON- job,neutral
19721,healthy food be not help -PRON- hangover,negative
19722,-PRON- be hard core -PRON- just do not know -PRON-,neutral
19723,-PRON- just change the backgroung but now -PRON- have no profile ppicture,neutral
19724,-PRON- be very sad because -PRON- have go on the show McFly fan -PRON- be of -PRON-,negative
19725,what a great project Wish -PRON- could have do that with   -PRON- s too old now,positive
19726,-PRON- not a test to find cancer -PRON- just some stuff in regard to in this case positive result would be a good thing,positive
19727,-PRON- have try and try in the past to learn cockney but sadly -PRON- near impossible to find book and thing on -PRON- over here,negative
19728,wow sound heavenly   be just do a quick drive to north carolina i can not wait,positive
19729,be home now,neutral
19730,-PRON- ipod die   not run until -PRON- be charge,negative
19731,look like another sleepless night dedicate to homework sorry in advance Ms Chapman,negative
19732,hmm do not feel like write monthly report tonight   probably should get start though,neutral
19733,be school over yet -PRON- be ready for vacation already,neutral
19734,-PRON- love -PRON- when -PRON- rain on -PRON- when -PRON- be golf,positive
19735,have to break -PRON- no work in weekend rule   so much overload with work aargh hate -PRON-,negative
19736,wow one year today Luc Bourdon be kill do not seem that long ago,negative
19737,thank -PRON- and -PRON- do not care for the look on -PRON- face,positive
19738,good evening kind sir bow,positive
19739,also -PRON- be technologically challenge and have a cell phone that only make phone call   can not,neutral
19740,x hah well at least -PRON- be not say tory be a fatty watty,neutral
19741,sorry -PRON- miss -PRON-   see -PRON- across the way -PRON- be busy take pixabt   come to meet Ubut u be go,negative
19742,thank about the ponytail -PRON- dream last night that -PRON- shave -PRON- head -PRON- guess -PRON- a big deal than -PRON- think,positive
19743,yes -PRON- really do,neutral
19744,imma talk to ya later ishi goodnight kid,positive
19745,mom everywhere stop what -PRON- be do and get a good night sleep for tomorrow -PRON- -PRON- children turn to pamper -PRON-   enjoy -PRON- day,positive
19746,-PRON- no   i wanna move to america,neutral
19747,yeah Age of Aquarius be a pretty scary song,negative
19748,can not wait to go to bed,positive
19749,-PRON- miss -PRON- guy,negative
19750,how be Aussieim hopin to be there in Sydney in less than a week just get -PRON- VISA on thursday whoot whoot,positive
19751,ofchas good mornin sunshineat least the work puter will go fast,neutral
19752,-PRON- follow -PRON-,neutral
19753,so -PRON- be wait in front of the dps so Julian can take -PRON- drive test,neutral
19754,cancel -PRON- javaone,negative
19755,thank stephmust keep -PRON- updated when -PRON- ur turn,positive
19756,-PRON- second that -PRON- wish -PRON- rain more where -PRON- be,positive
19757,tomorrow afternoon well later today actually be a shoot with Seattle Sinner Newspaper and Femme Fatale Seattle photographer,neutral
19758,-PRON- hate have to put -PRON- toddler in a disposable but -PRON- rash need ointment -PRON- hate -PRON- have a rash even bad,negative
19759,off to work,neutral
19760,should be come out of hospital today,neutral
19761,-PRON- will take someI be tiny,neutral
19762,-PRON- be so worried about -PRON- sister guinea pig -PRON- hope Stalin make -PRON- through tonight   -PRON- can do -PRON- baby,neutral
19763,-PRON- be a lovely attempt at poetry,positive
19764,-PRON- be comin wit u,neutral
19765,Quaver Sandwiches   and tea,neutral
19766,Starbucks -PRON- be love -PRON-,positive
19767,Nightlife Commando be like chant the music be cool    now -PRON- be listen to INXS the music in this song be amazing the bass be win,positive
19768,Goshwhos do this so bad   Baylee be a blessed childthese people do not know what to do Kisses,neutral
19769,oh   here go -PRON- head again -PRON- be spin around,negative
19770,meet the short line ever at FCB Tunapuna then the teller disappear,neutral
19771,home now lol but leave again on monday for flo rida,neutral
19772,Gary just try the Ommegang Chocolate Indulgence no chocolate no indulgence just   metallic   well -PRON- can,positive
19773,instal the iNav iBlue   themegive a fresh feel,positive
19774,name the rest let see mystery jet be pretty cool Ida Maria and -PRON- shud rly listen to say anything,positive
19775,lol -PRON- hear -PRON- -PRON- think -PRON- watch about     different movie when -PRON- should have be get work do   Ill ttyl girl,neutral
19776,Susan Egan -PRON- love -PRON- and yeah -PRON- say -PRON- would have a pleasant trip,positive
19777,today be go to be a long day,neutral
19778,-PRON- know but consider -PRON- have buy a lot of new yarn recently -PRON- think -PRON- necessary this time,neutral
19779,visit    La Ventana de los Cielos foundation be push bck   week   be so excited   go   meet the kid Ill have   wait another   wks,negative
19780,what about sauce huh -PRON- be go to california tomorrow morning,neutral
19781,-PRON- think -PRON- modem failedhave pc withdrawal,negative
19782,last day of volleyball miss everyone already oh well banquet on   hopefully everyone go to be there,neutral
19783,still try to get well   have to get mommaz lovinheade to -PRON- house ahhhhhh i so hate this feelin,negative
19784,-PRON- somehow miss -PRON-,negative
19785,want to set up a coffee shop but -PRON- have no money to do -PRON-,neutral
19786,this be the good Ecommerce site -PRON- hope -PRON- have watch the big bang theory   please hit buy now,positive
19787,-PRON- s not come to detroit   only grand rapids in october,neutral
19788,-PRON- never like that boy   jerm,negative
19789,add -PRON- up and let play something,neutral
19790,i love to read ur little quote,positive
19791,-PRON- puppy kill -PRON- cat lastnightthey think -PRON- be a stuffed animal   RIP Meanie,negative
19792,always tired always cold and always have a headache   can not wait for vacashunand the frickin   updatei want onscreen keyboard dammit,negative
19793,in class sick and hungry,negative
19794,-PRON- know -PRON- a Block Party but would love to hear a DH original if -PRON- get a chance,positive
19795,buy a new combo printer at costco today officejet   cause -PRON- be cheap than ink   old one   do not like the fax part,neutral
19796,may be a while before -PRON- get around to -PRON- not sure if -PRON- will make -PRON- flat out in html or through WordPress   Fun fun fun,positive
19797,light aw what s wrong,negative
19798,thanks   see now -PRON- be back on smile,positive
19799,a couple of year -PRON- may die without -PRON- Kateage   keep finger cross for -PRON- tho,negative
19800,-PRON- need hug from Joe Jonas,neutral
19801,cool i want -PRON- to take a look at this and tell -PRON- what -PRON- think,neutral
19802,at the park   -PRON- raining,neutral
19803,what to do what to do need to do -PRON- show reel nxt weekthen start apply for edit job   Rock climbing tomo -PRON- hope,positive
19804,-PRON- Blackberrys get a fatty battery   guess be kinda in the same boat huh,neutral
19805,experiment   with puppet again -PRON- think -PRON- just wipe -PRON- drive on -PRON- workstation,neutral
19806,-PRON- do not find -PRON- dress,neutral
19807,-PRON- be film musicans friend of mine    at a Legion   these people sure know how to dance,neutral
19808,have to stay away from home and since this part of india dnt hav gud wireless internet -PRON- be,negative
19809,back from the Gym and sort through -PRON- Inboxes,neutral
19810,listen to ryan adams and be sick,negative
19811,hates goodbyes,negative
19812,the first time all week -PRON- can play wow and -PRON- get stuck at authenticate,negative
19813,-PRON- will warm up once -PRON- start dig,neutral
19814,i wish i have more chicken wing,neutral
19815,oh yes Happy nine year annivarsary to Hansons second studio album this Time around,positive
19816,foto,neutral
19817,do not have time to chat sorry girl   Miss -PRON- all but -PRON- have a new lawnmower yeah that be today highlight tomorrow be,neutral
19818,cool -PRON- be gladI will save some tea for -PRON-,positive
19819,-PRON- run over a turtle,neutral
19820,play sudoku while mommy make -PRON- breakfast   lunch,neutral
19821,apparently -PRON- starwar day today   -PRON- like this   Shame -PRON- have revision though,negative
19822,but i do have a really nice smoothy at baulko shop,positive
19823,massive headache   go to see terminator tonight,negative
19824,Spanish the sucki class ever but -PRON- be learn atleast Te quiero Tiasha,neutral
19825,yesterday a friend of mine be throw off -PRON- horse as a lorry drive past -PRON- ignore -PRON- signal for -PRON- to slow down,neutral
19826,have the good weekend,positive
19827,no kid there Ugh   one thing -PRON- know for sure   -PRON- will not be -PRON- show the property this weekend,negative
19828,trip -PRON- bet -PRON- do not fall asleep till like this morning   sorrie,negative
19829,about to enjoy the silence,positive
19830,sorry paul scheuring but prison break series finale suck in so many level,negative
19831,the tummy monster hate -PRON-,negative
19832,-PRON- have be   hour now since -PRON- have -PRON- dog put to sleep   RIP -PRON- old friend,negative
19833,funnily enough Roland be President of -PRON- social club,positive
19834,peek mkay   do -PRON- tell -PRON- on msn bfgurelgbsr yeah i guess so i do not know if i like -PRON- ill wait till i get -PRON- opinion,neutral
19835,-PRON- have not cancel -PRON- account yet and -PRON- have not log in since november -PRON- think maybe -PRON- Should   -PRON- main be a rogue,negative
19836,congrat to all graduate such a beautiful thing   big DEAL -PRON- ju wish i cudve attend -PRON- lil man Ryan kdg graduation   Feel verY SAD,neutral
19837,and -PRON- do not get the job,negative
19838,-PRON- can not get all -PRON- rwitter on -PRON- phone this phone suck,negative
19839,have enjoy -PRON- first day of summer,positive
19840,no surprise there -PRON- probably do not know -PRON- where -PRON- be,neutral
19841,Boo   well -PRON- good fun tho suck if u can not get card -PRON- finish   in last night tpt -PRON- take   out lol,neutral
19842,thank -PRON- for FF,positive
19843,i forget how much i love all these song on -PRON- itune i love shuffle   and i love watch the prank from AP Tour,positive
19844,yeah -PRON- do not buy that for one hot minute,negative
19845,rubadeau last weekend -PRON- have a pretty solid brunch at Bar Wellington Hard to screw up steak and egg though,positive
19846,if i have one wish -PRON- would be for -PRON- friend J to not have to work,neutral
19847,dam live in england   x,neutral
19848,-PRON- be have a fantastically miserable time so far,neutral
19849,for lack of have to go do -PRON- own hunt lol can -PRON- refresh -PRON- memory on which one be clue,negative
19850,-PRON- think -PRON- be go to go outside and have a very John Cage moment    music major rejoice,positive
19851,so cool to hear -PRON- guy on   and i can not believe -PRON- in be cherry hill a few week ago and i miss -PRON-   come back,neutral
19852,-PRON- see -PRON- be approach a nice round   number -PRON- expect -PRON- will have crash through that by the time -PRON- come back tonight,positive
19853,ummm come on for -PRON- twin and slurpee and be in a car with the twin be go to be pretty epic,positive
19854,bloody Feds -PRON- lose last statement and r hound -PRON- for another one -PRON- dodge -PRON- one last week,negative
19855,FML i just spill -PRON- entire can of diet coke in MY LAP yay,negative
19856,dangle belly ring be a bad investmentthe cut one ALWAYS pop,neutral
19857,i wish i be hang out with kobe right now,positive
19858,today be go to be AH give notice to -PRON- boss today -PRON- be go to be upset   -PRON- be totally stress,negative
19859,-PRON- mother day,neutral
19860,-PRON- have a dream about a pretty pretty beach and there be no beach when -PRON- wake up,neutral
19861,-PRON- really need to sort out a bird table and some feeder   the robin and blue   be be bully,negative
19862,fridayi have nothing to do so sad,negative
19863,be there and never at a good time    -PRON- recourse be small claim or -PRON- can get a atty involve but that be more,negative
19864,-PRON- be so cute watch Matt play with the Wii as -PRON- do some work,positive
19865,any legal studieslaw student out there twitter would love a couple of reference to case inolve bias jury jury nullification etc,positive
19866,yay welcome to the etsyseller world,positive
19867,accord to marco smoking weed make -PRON- philosophical -PRON- consider -PRON- philosophical in the shower,neutral
19868,yep that s -PRON- all right   -PRON- do not mean the monk be -PRON-   that s -PRON- as in a photo take by -PRON- in Better Photography,neutral
19869,yep -PRON- do,neutral
19870,now that s an imtetsting visual,neutral
19871,be tired   alarm setting will do that   off to bed as soon as -PRON- bloody iPhone Backup and Sync finish,negative
19872,unfortunately people at work let -PRON- down so -PRON- be now have a bad morning -PRON- official but revenge be a dish well serve cold,negative
19873,-PRON- be sorry   today be nothing but a   heartbreak,negative
19874,so -PRON- be just angrily tell -PRON- be extemely abusivementally emotionally   physically -PRON- make -PRON- day   Nightss,negative
19875,-PRON- be terrible little beast but if the garden be small -PRON- can simply collect -PRON- or -PRON- can buy poisonous food pellet,negative
19876,hehe go dye -PRON- beb put more blonde innn   mine be light than -PRON- be leave -PRON- in   a bit too long oop,neutral
19877,time for -PRON- ritualistic Friday night depression,negative
19878,-PRON- do not know ask Carolyn also -PRON- will not have the box empty by the time -PRON- get off,neutral
19879,-PRON- stupid tooooth hurt,negative
19880,Goodnight and Goodbye,positive
19881,shout out to -PRON- mom for wakin -PRON- up so prematurely preciate -PRON-,positive
19882,-PRON- be bore extremely bored in the car wait for -PRON- dad and dinner chinese yummm,neutral
19883,suck not be able to take day off of work or have the money to take the trip   so sad,negative
19884,yes -PRON- know   as -PRON- school report would say must do much well ah well just in time huh,neutral
19885,guilt trip feel sick pressure stress and too much drama,negative
19886,selenas mom congratulation have a nice day,positive
19887,AK flop come   -PRON- bet   get raise to   -PRON- call turn be a -PRON- check river rag then -PRON- check and -PRON- bet   -PRON- raise   -PRON- call,neutral
19888,-PRON- like friday generally but class be extend today   and -PRON- be starve x haha whine op,neutral
19889,-PRON- plan for the weekend include work on a paper and drive -PRON- guy   the airport will not see -PRON- for   wks,neutral
19890,tap shoulder forget,neutral
19891,loggade visst min   cache i lï¿½rdags,neutral
19892,-PRON- get   in English lesson   now drink sprite,neutral
19893,-PRON- be in belleville at -PRON- parent and someone offer -PRON- a bus ride to orillia for   at the mall Thought of -PRON-,positive
19894,dream give rise to reality when -PRON- say -PRON- would not    walk -PRON- dream be to fly Dream Believe Achieve,positive
19895,oh no that s so annoying -PRON- have the same problem    thigh but   hip -PRON- hope -PRON- catch up soon,negative
19896,-PRON- be go to go for aiden but -PRON- have a girl so -PRON- go with scarlet,neutral
19897,dread this weekend every minute of -PRON- be -PRON- do coursework i should of do during the week and learn   page of french speak,neutral
19898,woke up late   try to get   do before work,negative
19899,-PRON- picture make -PRON- thristy EVERYDAY,neutral
19900,Geocachingcom seem to have a huge delay deliver Pocket Queries,negative
19901,last time -PRON- look -PRON- be about   -PRON- give -PRON- a demo so cool,positive
19902,nt online today   mayb whole of next week   if u have not vote pls do,neutral
19903,HAPPY MOTHERS day LOVE you GUYS,positive
19904,dreambear be   compare to -PRON- wicked audition,negative
19905,test hey -PRON- get to add -PRON- as someone to follow,neutral
19906,be be a horrible twitterer move in to -PRON- Houston apartment and await work start on Monday Real worldnow,negative
19907,-PRON- miss -PRON- too,negative
19908,ohhh mannnn -PRON- just lay off   girl     this economy have to improve soon,neutral
19909,also i hit -PRON- chin on something when i fall down and -PRON- hurt   ugh work be go to suck,negative
19910,will just take a bath,neutral
19911,now there s a fly in -PRON- room,neutral
19912,moment of silence for the Budget -PRON- be bout to b on   -PRON- spend wayyy to much   omg -PRON- be on a budget,negative
19913,this be scary   -PRON- hook -PRON- up to   wire n -PRON- print sum graph ohhhhhh,negative
19914,that suck   put some britney on,negative
19915,-PRON- so dead,negative
19916,awesome   suck    up plz   Story      MOVIE    tire   -PRON- be out,neutral
19917,rip grandpa   graduation today,neutral
19918,good to see -PRON- have not lose -PRON- sense of humour   get well soon,positive
19919,the weather in Prague be like the weather in Belgium   rainy,neutral
19920,why have i not hear of said show,neutral
19921,not here in Stamford,neutral
19922,L ThanksI think -PRON- the first girl to say thatbeside -PRON- mom,positive
19923,walk from Teignmouth to Dawlish,neutral
19924,ARG Eirtaku get hit by stupid bot so much   on a kid friendly site,negative
19925,be play bubblewrap on -PRON- iPhone Over and over and over again still beat work,neutral
19926,make -PRON- mom a mother day card,neutral
19927,stress beyond BELIEF need a nap,negative
19928,go out to eat with -PRON- entourage probably to Fat Es since -PRON- be close tomorrow    watch a movie with Jimmy tonight text -PRON-,neutral
19929,-PRON- can not sleep ugh and -PRON- have   to do all   day tomorrow want to take a sleeping pill but -PRON- know Ill get up late,negative
19930,ughhh reject from the   mediation program SUCKSSSS,negative
19931,watch jackass then bed,neutral
19932,-PRON- know for a short week -PRON- certainly drag,negative
19933,ok which album to start with after listen to Frank Black for year -PRON- find out -PRON- use to play in Pixies,neutral
19934,homegoe to be a warm day on top of -PRON- be -PRON- Friday yet,neutral
19935,nothing sweet than your,positive
19936,ginger biscuit rule   by the way -PRON- urgently need weight scale,neutral
19937,yeah -PRON- want -PRON- too -PRON- love that fall slowly song -PRON- keep play in -PRON- head,positive
19938,sorry not unemployed,neutral
19939,OMG -PRON- JULYS LAST DAY    Muchachomalo,neutral
19940,have a hectic day travel from PJ to UNITEN back to PJ work now at cc office,negative
19941,i wish someone would inspire -PRON- with some sexy time right now ugh but that s not go to happen   ugh,neutral
19942,and -PRON- luh -PRON- tooooo,positive
19943,sign off folk may be back on later,neutral
19944,-PRON- just wanna be happy,positive
19945,aww poor precious,negative
19946,blogge cleaning and chat while listen to phoenixfm,neutral
19947,yeahhh thx -PRON- figure -PRON- out,positive
19948,-PRON- be go to bed now see ya tomorrow twitter ppl,neutral
19949,-PRON- go to User Experience Roundtable Hamburg   Detlev Fischer on Accessibility bitv Test   do not miss,neutral
19950,-PRON- tell -PRON- -PRON- be not a member of the private beta   and -PRON- be not go to just start pretend to assassinate people,neutral
19951,Ahh feel good to have play guitar hero after month -PRON- suck at -PRON- now but   haha,neutral
19952,if -PRON- think Floridas heat will be too much -PRON- will reluctantly take -PRON- place,negative
19953,mine early nov will go through -PRON-   gether buddy Man power,neutral
19954,go to have to eat something -PRON- feel so horrid   -PRON- need a hug,negative
19955,RAM upgradedone FF still slow so disable all addon   not sure which one will make the cut to be honest -PRON- like Sophies Choice,negative
19956,nope no love,negative
19957,nothing wrong with that samantha,positive
19958,James and -PRON- battle over everything too -PRON- kind of a lovehate relationship,neutral
19959,clean the old apartment today Yay,neutral
19960,listenin do da beach   on itune,neutral
19961,Wine and Saginaki with   friend   good time,positive
19962,-PRON- do not think   will want to come back   guy read -PRON- dms,negative
19963,oh man i wanna be in the bay asap thank -PRON-    have a great day,positive
19964,boo,neutral
19965,why,neutral
19966,good day,positive
19967,cheryl Lucky now -PRON- want to teleport,neutral
19968,-PRON- will surely vote for,neutral
19969,life can get soo Dull sometimes what do -PRON- do when u have no   around   x,negative
19970,this heartburn may be the death of -PRON-,negative
19971,maybe -PRON- have a hot date with a nice little cesna,positive
19972,so -PRON- just have a violent fightclub like   dream involve heavily tattoo lady -PRON- do not wanna wake up   lol,positive
19973,haha dude -PRON- have the same bdate p Ill wish u ur bday the   November Ill also turn    Can u reply to -PRON- please,positive
19974,nice place to eat in sao paulo brazil,positive
19975,that be yo name girllll,neutral
19976,load of Beard papa have disappear in the UK too,negative
19977,in London Off to do the tourist thing,neutral
19978,at home now feel very tired -PRON- want to take a nap but -PRON- can not,negative
19979,break -PRON- carafe   go to Starbucks for -PRON- caffiene fix and the light go outjust for a sec but be -PRON- kid megot to laugh ha,neutral
19980,have a reli gd holiday   buh now have to revise   x,neutral
19981,lmfaoooo i   love this showwwww,positive
19982,and -PRON- stop rain   Fuckingtastic,negative
19983,try to draw some mangaanime for -PRON- new website   very bad idea,negative
19984,not make good time   Chicago traffic    Photo,negative
19985,just see a male Baltimore oriole at -PRON- suet feeder and something enjoy a lot of thistle from -PRON- new thistle feeder early this am,neutral
19986,just get in -PRON- have the good friend,positive
19987,holiday time   get -PRON- grizzly bear cd bite -PRON- will not read    adventure tomorrow   swine flu be scare -PRON-   i still have a cold,neutral
19988,very familiarsorry -PRON- be feel that way,negative
19989,a great song by East clubber,negative
19990,cool   -PRON- be here too   hi sam   how be -PRON-,positive
19991,-PRON- wish i have a smartphone with an irc app that d be pretty cool,positive
19992,wish i could go to cabo tonight,positive
19993,do not -PRON- just love the butteflie in -PRON- stomach feel   ano man yun kaya mo yan,positive
19994,excellent pic Wish -PRON- be there but -PRON- a long drive from TN,positive
19995,milkshake   hot day   unsettled stomach,positive
19996,spend too much today Tube journey always take soo long Braces on thursdayyy,negative
19997,-PRON- have no IPhone poor credit     but -PRON- can not live without -PRON- cell phone -PRON- be on mass transit every day,negative
19998,get ready for work boohoohoo i do not wanna go to work,negative
19999,back from a wonderful vacation have perfect weather and now back to the rainy burgh and reality,positive
20000,really think wee callum should of get through last night,neutral
20001,once again another late night   but -PRON- score a mojito so,neutral
20002,Nooo i wanna watch the comet   do not wanna go workk,negative
20003,aw   yes -PRON- have -PRON- out for week get ask to return -PRON- in end -PRON- wish -PRON- have just buy -PRON- for -PRON- never mind,positive
20004,Mc   John   sim posit    yr pass   no   softee    strand without warren tea out   tech spec   kaching,neutral
20005,-PRON- look smash darling   be trent reznor really get marry i just want to rip out mariqueen fake,neutral
20006,-PRON- bout smoke weed,neutral
20007,-PRON- official nobody be get a raise this year,negative
20008,thank -PRON- all for -PRON- incredible support and encouragementit mean so much -PRON- constantly bless -PRON-   -PRON- be thankful for -PRON-,positive
20009,josettewhere be -PRON-    -PRON- look across the pond but -PRON- be nowhere to be find,neutral
20010,special chocr makin round   Gourds show,neutral
20011,oh no today JAY lenos last SHOW WELL MISS U MR LENO,negative
20012,yeah -PRON- want to have some   -PRON- be bottle so -PRON- sanitized and all good -PRON- taste like those choc orange,positive
20013,hello New follower lang po Tweet to meet -PRON-,neutral
20014,on -PRON- way home after see Rodney Atkins in concertI love -PRON- thanks Bob,positive
20015,mm -PRON- be cold in -PRON- shadow anyway Ooh monday,neutral
20016,-PRON- hate pack,negative
20017,-PRON- be indeed a lovely evening over far too quickly   -PRON- get home at   in the end coffee in bed this morning,positive
20018,-PRON- hate different referenced assembly -PRON- FNH go against castle   Caliburn against    not to mention dynamicproxy in NH,negative
20019,i suppose i well get ready for work   grrr,positive
20020,Aaaaw no   be the window open and that,negative
20021,Happy Mothers Day all   hug and love Zoe,positive
20022,rain in Belfast too   and -PRON- promise -PRON- -PRON- would clean -PRON- window today   back to bed then,neutral
20023,miss Tim,negative
20024,happy mothers day to -PRON- mom,positive
20025,no more sorrow by Linkin Park,neutral
20026,sleep time   biglittle lunch tomorrow at olive garden,neutral
20027,think -PRON- may have break -PRON- nose at the show,negative
20028,yep Tail between leg,negative
20029,in a Drill Sergeants voice everybody wake the   up flick on everyone light -PRON-   e rise and shine beetche Lol JK,negative
20030,just return from Huntsville Saw Sam Houstons grave go to a prison museum and eat chocolate dip strawberry,neutral
20031,Anais -PRON- feel reeeally bad now sorry,negative
20032,Moe well -PRON- be stalkersaturday after all,neutral
20033,thank -PRON- love -PRON-,positive
20034,Ill get -PRON- new laptop in   more day excite -PRON- be Dell Inspiron          hdd    inch screen,positive
20035,there s just no air,neutral
20036,-PRON- too because Monday be end of weekend but -PRON- can not escape -PRON- so -PRON- wish -PRON- have a good week,positive
20037,omg someone just leave -PRON- a voicemail at work     ffs let -PRON- have a day off,neutral
20038,paige aww hey -PRON- do not know this be -PRON- lol -PRON- be sick no outtie for -PRON-,negative
20039,Deucie pick up by -PRON- sitter for the weekend,neutral
20040,wish i could be in via funchal   yesterday      be PERFECT the good day in -PRON- life,positive
20041,-PRON- get -PRON- a little too much sun today,negative
20042,-PRON- be joke   -PRON- love the magreally,positive
20043,awww too bad -PRON- will not be there   -PRON- d entertain the thought of enter,negative
20044,break -PRON- gorilla pod   and -PRON- think one Lego Knight lose -PRON- helmet,neutral
20045,get ready to meet Laura   than train even if -PRON- be sick,neutral
20046,re SWA   Pets   good news for owner bad news for people w allergy who need to fly for less   sad for many -PRON- know,neutral
20047,Happy Mothers Day Kadi,positive
20048,Hummmmm ohh   i miss -PRON- so much realy but i hope -PRON- have a nice friend like -PRON-,neutral
20049,love listen to people practise on the piano downstairs,positive
20050,basically -PRON- have listen to Miley Cyrus for fourteen hour now and -PRON- love -PRON-,positive
20051,be not that the podcast gear -PRON- get in for bittech,neutral
20052,cool -PRON- too good to -PRON- -PRON- know,positive
20053,-PRON- be do the right thing though   a fridge be where vegetable go to die,neutral
20054,proudly watch -PRON- film,positive
20055,why -PRON- not go on the twitter no more    oh bais,neutral
20056,oh i hate friday evening,negative
20057,-PRON- apology for the very impersonal FF Swamped today   all great people and great follow though -PRON- can not go wrong with those folk,neutral
20058,follow -PRON- please so -PRON- can dm -PRON-,neutral
20059,meagan rochelle the one u need i would say cater   u by -PRON- do not produce that,neutral
20060,thanks -PRON- be a bit out of -PRON- comfort zone but -PRON- be fun,neutral
20061,be at Klaudines again,neutral
20062,happy mothers day to all the beautful mum,positive
20063,-PRON- think -PRON- time to take a shower   get ready for the dayy   -PRON- hope -PRON- go shopping while be in Mason today -PRON- want new clothe,neutral
20064,Yay make -PRON- first sale on RedBubble   that make -PRON- so happy,positive
20065,just kid do not go around quote -PRON-,neutral
20066,oh -PRON- miss the piano,negative
20067,just find out -PRON- baby cousin be go to be a dad at least -PRON- s marry already everybody be get marry and have kid before -PRON-,neutral
20068,post this from blogspot,neutral
